Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
feb-20;Mujer;Usera;Menor de 25 años;Extracomunitaria;9100;Empleados domésticos;5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes
feb-20;Hombre;Usera;Entre 46 y 55 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;9811;Peones del transporte de mercancías y descargadores;5220;Vendedores en tiendas y almacenes
feb-20;Hombre;Villaverde;Menor de 25 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9602;Peones de la construcción de edificios;9811;Peones del transporte de mercancías y descargadores
feb-20;Hombre;Villa De Vallecas;Entre 56 y 65 años;Española;1221;Directores comerciales y de ventas;2322;Profesores de enseñanza no reglada de idiomas;2652;Profesionales de relaciones públicas
feb-20;Mujer;Usera;Entre 36 y 45 años;Extracomunitaria;8193;Operadores de máquinas de embalaje, embotellamiento y etiquetado;5500;Cajeros y taquilleros (excepto bancos);8412;Conductores asalariados de automóviles, taxis y furgonetas
feb-20;Hombre;Usera;Entre 36 y 45 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;9811;Peones del transporte de mercancías y descargadores;5220;Vendedores en tiendas y almacenes
feb-20;Mujer;Usera;Entre 46 y 55 años;Española;4301;Grabadores de datos;3613;Asistentes de dirección y administrativos;4412;Recepcionistas (excepto de hoteles)
feb-20;Mujer;Villa De Vallecas;Menor de 25 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9320;Preparadores de comidas rápidas;5120;Camareros asalariados
feb-20;Mujer;Vicálvaro;Menor de 25 años;Española;2252;Técnicos en educación infantil;5721;Cuidadores de niños en guarderías y centros educativos;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
feb-20;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;9310;Ayudantes de cocina;9310;Ayudantes de cocina;9229;Otro personal de limpieza
feb-20;Hombre;Barajas;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;5220;Vendedores en tiendas y almacenes;9820;Reponedores
feb-20;Mujer;Ciudad Lineal;Entre 36 y 45 años;Española;4411;Empleados de información al usuario;4412;Recepcionistas (excepto de hoteles);;
feb-20;Mujer;Latina;Entre 36 y 45 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;5420;Operadores de telemarketing
feb-20;Mujer;Ciudad Lineal;Menor de 25 años;Española;5500;Cajeros y taquilleros (excepto bancos);5120;Camareros asalariados;5220;Vendedores en tiendas y almacenes
feb-20;Mujer;Latina;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
feb-20;Hombre;Vicálvaro;Entre 36 y 45 años;Española;9310;Ayudantes de cocina;7132;Instaladores de cerramientos metálicos y carpinteros metálicos (excepto montadores de estructuras metálicas);;
feb-20;Mujer;Otro Municipio;Entre 26 y 35 años;Española;2322;Profesores de enseñanza no reglada de idiomas;5220;Vendedores en tiendas y almacenes;;
feb-20;Mujer;Latina;Entre 46 y 55 años;Española;3129;Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías;2326;Profesionales de la educación ambiental;2421;Biólogos, botánicos, zoólogos y afines
feb-20;Hombre;Villaverde;Entre 46 y 55 años;Extracomunitaria;9700;Peones de las industrias manufactureras;5833;Conserjes de edificios;;
feb-20;Mujer;Usera;Menor de 25 años;Española;3327;Ayudantes de veterinaria;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos)
feb-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;2922;Periodistas;;;;
feb-20;Hombre;Puente De Vallecas;Menor de 25 años;Española;3510;Agentes y representantes comerciales;5420;Operadores de telemarketing;3713;Profesionales de apoyo al trabajo y a la educación social
feb-20;Mujer;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
feb-20;Hombre;Villaverde;Entre 26 y 35 años;Extracomunitaria;2484;Diseñadores gráficos y multimedia;;;;
feb-20;Hombre;Latina;Entre 36 y 45 años;Española;5833;Conserjes de edificios;4424;Teleoperadores;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
feb-20;Hombre;Chamberí;Menor de 25 años;Española;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos);5120;Camareros asalariados
feb-20;Mujer;Villaverde;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;3613;Asistentes de dirección y administrativos;5500;Cajeros y taquilleros (excepto bancos)
feb-20;Mujer;Otro Municipio;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;;;
feb-20;Mujer;Usera;Entre 36 y 45 años;Extracomunitaria;2112;Otros médicos especialistas;4412;Recepcionistas (excepto de hoteles);5220;Vendedores en tiendas y almacenes
feb-20;Mujer;Villaverde;Entre 56 y 65 años;Española;5220;Vendedores en tiendas y almacenes;;;;
feb-20;Mujer;Retiro;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;3613;Asistentes de dirección y administrativos;;
feb-20;Mujer;Villaverde;Menor de 25 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);;;;
feb-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9820;Reponedores;3724;Monitores de actividades recreativas y de entretenimiento;4411;Empleados de información al usuario
feb-20;Mujer;Vicálvaro;Entre 56 y 65 años;Comunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4424;Teleoperadores;3613;Asistentes de dirección y administrativos
feb-20;Mujer;Barajas;Entre 36 y 45 años;Extracomunitaria;9229;Otro personal de limpieza;5710;Trabajadores de los cuidados personales a domicilio;5710;Trabajadores de los cuidados personales a domicilio
feb-20;Hombre;Fuencarral-el Pardo;Menor de 25 años;Española;3312;Técnicos en imagen para el diagnóstico;5220;Vendedores en tiendas y almacenes;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes
feb-20;Mujer;Usera;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;9100;Empleados domésticos;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
feb-20;Mujer;Puente De Vallecas;Entre 56 y 65 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
feb-20;Mujer;Centro;Entre 46 y 55 años;Comunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9443;Barrenderos y afines;5722;Cuidadores de niños en domicilios
feb-20;Mujer;Chamberí;Entre 56 y 65 años;Española;5110;Cocineros asalariados;9310;Ayudantes de cocina;9310;Ayudantes de cocina
feb-20;Mujer;Retiro;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;5220;Vendedores en tiendas y almacenes;3510;Agentes y representantes comerciales
feb-20;Hombre;Tetuán;Entre 56 y 65 años;Comunitaria;5833;Conserjes de edificios;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
feb-20;Hombre;Barajas;Menor de 25 años;Comunitaria;3613;Asistentes de dirección y administrativos;4301;Grabadores de datos;5220;Vendedores en tiendas y almacenes
feb-20;Mujer;Chamberí;Entre 36 y 45 años;Española;4412;Recepcionistas (excepto de hoteles);9310;Ayudantes de cocina;5500;Cajeros y taquilleros (excepto bancos)
feb-20;Mujer;Villaverde;Entre 56 y 65 años;Extracomunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
feb-20;Hombre;Usera;Entre 26 y 35 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9310;Ayudantes de cocina;9223;Limpiadores de ventanas
feb-20;Mujer;Puente De Vallecas;Entre 56 y 65 años;Española;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
feb-20;Hombre;Villaverde;Menor de 25 años;Española;9310;Ayudantes de cocina;9811;Peones del transporte de mercancías y descargadores;5220;Vendedores en tiendas y almacenes
feb-20;Mujer;Usera;Entre 56 y 65 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5722;Cuidadores de niños en domicilios;5710;Trabajadores de los cuidados personales a domicilio
feb-20;Hombre;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;7510;Electricistas de la construcción y afines;7131;Carpinteros (excepto ebanistas);9811;Peones del transporte de mercancías y descargadores
feb-20;Hombre;Carabanchel;Entre 56 y 65 años;Española;3202;Supervisores de la construcción;7121;Albañiles;7191;Mantenedores de edificios
feb-20;Hombre;Chamberí;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9310;Ayudantes de cocina
feb-20;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;3534;Agentes y administradores de la propiedad inmobiliaria
feb-20;Hombre;Otro Municipio;Entre 36 y 45 años;Extracomunitaria;3510;Agentes y representantes comerciales;9811;Peones del transporte de mercancías y descargadores;;
feb-20;Mujer;Salamanca;Entre 26 y 35 años;Española;2652;Profesionales de relaciones públicas;5220;Vendedores en tiendas y almacenes;2922;Periodistas
feb-20;Hombre;Carabanchel;Entre 26 y 35 años;Española;5825;Guías de turismo;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos
feb-20;Mujer;San Blas;Entre 56 y 65 años;Comunitaria;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4412;Recepcionistas (excepto de hoteles)
feb-20;Mujer;San Blas;Entre 36 y 45 años;Española;4113;Empleados de oficina de servicios estadísticos, financieros y bancarios;;;;
feb-20;Hombre;Puente De Vallecas;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;
feb-20;Mujer;Barajas;Entre 36 y 45 años;Española;2621;Analistas de gestión y organización;2624;Especialistas en políticas y servicios de personal y afines;2651;Profesionales de la publicidad y la comercialización
feb-20;Mujer;San Blas;Entre 36 y 45 años;Comunitaria;4412;Recepcionistas (excepto de hoteles);3613;Asistentes de dirección y administrativos;4424;Teleoperadores
feb-20;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;;;;
feb-20;Mujer;Barajas;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;;;
feb-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;2824;Profesionales del trabajo y la educación social;2824;Profesionales del trabajo y la educación social
feb-20;Mujer;Centro;Entre 56 y 65 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5722;Cuidadores de niños en domicilios;;
feb-20;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9820;Reponedores
feb-20;Hombre;Usera;Entre 46 y 55 años;Española;9700;Peones de las industrias manufactureras;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores
feb-20;Mujer;Carabanchel;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;9100;Empleados domésticos
feb-20;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes;4421;Empleados de agencias de viajes
feb-20;Mujer;Fuencarral-el Pardo;Entre 46 y 55 años;Española;9431;Ordenanzas;4423;Telefonistas;;
feb-20;Hombre;Otro Municipio;Entre 46 y 55 años;Española;8432;Conductores asalariados de camiones;8412;Conductores asalariados de automóviles, taxis y furgonetas;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
feb-20;Hombre;Moratalaz;Entre 56 y 65 años;Española;5210;Jefes de sección de tiendas y almacenes;3522;Agentes de compras;5220;Vendedores en tiendas y almacenes
feb-20;Hombre;Vicálvaro;Entre 46 y 55 años;Extracomunitaria;7221;Fontaneros;9602;Peones de la construcción de edificios;7322;Trabajadores de la fabricación de herramientas, mecánico-ajustadores, modelistas, matriceros y afines
feb-20;Mujer;Latina;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4301;Grabadores de datos;3613;Asistentes de dirección y administrativos
feb-20;Hombre;Centro;Entre 26 y 35 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;9443;Barrenderos y afines;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
feb-20;Mujer;Otro Municipio;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;4411;Empleados de información al usuario;5220;Vendedores en tiendas y almacenes
feb-20;Hombre;Otro Municipio;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;;;;
feb-20;Hombre;Vicálvaro;Menor de 25 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;9310;Ayudantes de cocina
feb-20;Hombre;Fuencarral-el Pardo;Entre 26 y 35 años;Comunitaria;3510;Agentes y representantes comerciales;;;;
feb-20;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Española;9700;Peones de las industrias manufactureras;9700;Peones de las industrias manufactureras;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
feb-20;Mujer;Puente De Vallecas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
feb-20;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
feb-20;Mujer;Fuencarral-el Pardo;Entre 56 y 65 años;Española;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;;
feb-20;Mujer;Villaverde;Entre 26 y 35 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3731;Fotógrafos;2652;Profesionales de relaciones públicas
feb-20;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Española;2511;Abogados;;;;
feb-20;Mujer;Barajas;Entre 36 y 45 años;Española;;;;;;
feb-20;Mujer;Villa De Vallecas;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;;
feb-20;Mujer;San Blas;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
feb-20;Mujer;Hortaleza;Entre 26 y 35 años;Extracomunitaria;;;;;;
feb-20;Hombre;Arganzuela;Entre 36 y 45 años;Española;;;;;;
feb-20;Mujer;Latina;Entre 56 y 65 años;Española;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos);5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
feb-20;Mujer;Moratalaz;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;;;;
feb-20;Hombre;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5833;Conserjes de edificios;;
